14028S_operons	D23580_operons	LT2_operons	SL1344_operons	ST4-74_operons
14028S---operon_1634	D23580---operon_1194	LT2---operon_1277	SL1344---operon_2855	ST4-74---operon_1663
14028S---operon_2313	D23580---operon_1578	LT2---operon_1030	SL1344---operon_1842	ST4-74---operon_2084
14028S---operon_1617	D23580---operon_961	LT2---operon_1547	SL1344---operon_1796	ST4-74---operon_1359
14028S---operon_2835	D23580---operon_1791	LT2---operon_1590	SL1344---operon_1112	ST4-74---operon_1837
14028S---operon_1404	D23580---operon_2008	LT2---operon_2682	SL1344---operon_1478	ST4-74---operon_1109
14028S---operon_1356	D23580---operon_1356	LT2---operon_1715	SL1344---operon_1558	ST4-74---operon_2466
14028S---operon_510	D23580---operon_532	LT2---operon_522	SL1344---operon_505	ST4-74---operon_533
14028S---operon_2766	D23580---operon_1043	LT2---operon_1719	SL1344---operon_2605	ST4-74---operon_2677
14028S---operon_1166	D23580---operon_1003	LT2---operon_1602	SL1344---operon_2232	ST4-74---operon_2330
14028S---operon_1146	D23580---operon_2018	LT2---operon_1790	SL1344---operon_2974	ST4-74---operon_2587
14028S---operon_1806	D23580---operon_2571	LT2---operon_1348	SL1344---operon_1217	ST4-74---operon_1752
14028S---operon_1078	D23580---operon_2115	LT2---operon_2618	SL1344---operon_1060	ST4-74---operon_2685
14028S---operon_2568	D23580---operon_1200	LT2---operon_1772	SL1344---operon_2531	ST4-74---operon_1198
14028S---operon_2627	D23580---operon_2397	LT2---operon_1359	SL1344---operon_1696	ST4-74---operon_1435
14028S---operon_1646	D23580---operon_1844	LT2---operon_2117	SL1344---operon_2288	ST4-74---operon_2710
14028S---operon_1754	D23580---operon_2266	LT2---operon_925	SL1344---operon_1164	ST4-74---operon_2715
14028S---operon_1016	D23580---operon_2444	LT2---operon_1301	SL1344---operon_864	ST4-74---operon_1326
14028S---operon_2387	D23580---operon_931	LT2---operon_1995	SL1344---operon_1115	ST4-74---operon_2204
14028S---operon_1795	D23580---operon_2492	LT2---operon_1718	SL1344---operon_1044	ST4-74---operon_1022
14028S---operon_2146	D23580---operon_1272	LT2---operon_1481	SL1344---operon_2415	ST4-74---operon_1239
14028S---operon_1612	D23580---operon_2241	LT2---operon_1494	SL1344---operon_986	ST4-74---operon_1493
14028S---operon_1730	D23580---operon_1898	LT2---operon_1410	SL1344---operon_2778	ST4-74---operon_1987
14028S---operon_1782	D23580---operon_1693	LT2---operon_1653	SL1344---operon_3012	ST4-74---operon_2395
14028S---operon_1653	D23580---operon_1192	LT2---operon_2726	SL1344---operon_1416	ST4-74---operon_925
14028S---operon_2596	D23580---operon_1504	LT2---operon_1251	SL1344---operon_973	ST4-74---operon_2364
14028S---operon_1666	D23580---operon_1726	LT2---operon_1423	SL1344---operon_2114	ST4-74---operon_2589
14028S---operon_2259	D23580---operon_2417	LT2---operon_2162	SL1344---operon_2650	ST4-74---operon_1490
14028S---operon_2759	D23580---operon_2479	LT2---operon_1452	SL1344---operon_1004	ST4-74---operon_1601
14028S---operon_537	D23580---operon_565	LT2---operon_551	SL1344---operon_532	ST4-74---operon_565
14028S---operon_2029	D23580---operon_2600	LT2---operon_2526	SL1344---operon_2153	ST4-74---operon_1375
14028S---operon_1346	D23580---operon_1165	LT2---operon_2045	SL1344---operon_2834	ST4-74---operon_1557
14028S---operon_2525	D23580---operon_2203	LT2---operon_1891	SL1344---operon_1171	ST4-74---operon_2606
14028S---operon_2825	D23580---operon_1503	LT2---operon_1310	SL1344---operon_2687	ST4-74---operon_1956
14028S---operon_1874	D23580---operon_2171	LT2---operon_833	SL1344---operon_820	ST4-74---operon_1581
14028S---operon_431	D23580---operon_453	LT2---operon_440	SL1344---operon_431	ST4-74---operon_455
14028S---operon_1893	D23580---operon_1238	LT2---operon_1321	SL1344---operon_2263	ST4-74---operon_2240
14028S---operon_2865	D23580---operon_2661	LT2---operon_1595	SL1344---operon_2033	ST4-74---operon_1153
14028S---operon_981	D23580---operon_2765	LT2---operon_1885	SL1344---operon_2450	ST4-74---operon_1151
14028S---operon_1570	D23580---operon_1948	LT2---operon_1664	SL1344---operon_1075	ST4-74---operon_2515
14028S---operon_10	D23580---operon_16	LT2---operon_12	SL1344---operon_11	ST4-74---operon_14
14028S---operon_1061	D23580---operon_1318	LT2---operon_2659	SL1344---operon_1419	ST4-74---operon_1257
14028S---operon_1291	D23580---operon_2155	LT2---operon_1572	SL1344---operon_2149	ST4-74---operon_1144
14028S---operon_860	D23580---operon_2190	LT2---operon_947	SL1344---operon_2335	ST4-74---operon_1276
14028S---operon_2657	D23580---operon_2305	LT2---operon_1856	SL1344---operon_1839	ST4-74---operon_2297
14028S---operon_729	D23580---operon_756	LT2---operon_743	SL1344---operon_726	ST4-74---operon_765
14028S---operon_1912	D23580---operon_1949	LT2---operon_1438	SL1344---operon_2744	ST4-74---operon_1246
14028S---operon_1637	D23580---operon_2598	LT2---operon_1528	SL1344---operon_1136	ST4-74---operon_2073
14028S---operon_1757	D23580---operon_2299	LT2---operon_1902	SL1344---operon_1826	ST4-74---operon_1107
14028S---operon_201	D23580---operon_207	LT2---operon_198	SL1344---operon_198	ST4-74---operon_206
14028S---operon_2075	D23580---operon_2323	LT2---operon_2756	SL1344---operon_2082	ST4-74---operon_1416
14028S---operon_447	D23580---operon_467	LT2---operon_458	SL1344---operon_446	ST4-74---operon_472
14028S---operon_2410	D23580---operon_920	LT2---operon_2082	SL1344---operon_2097	ST4-74---operon_1761
14028S---operon_1848	D23580---operon_862	LT2---operon_1676	SL1344---operon_2798	ST4-74---operon_2580
14028S---operon_795	D23580---operon_830	LT2---operon_815	SL1344---operon_790	ST4-74---operon_841
14028S---operon_2382	D23580---operon_2711	LT2---operon_1580	SL1344---operon_1987	ST4-74---operon_1713
14028S---operon_1701	D23580---operon_2463	LT2---operon_2465	SL1344---operon_2829	ST4-74---operon_1550
14028S---operon_465	D23580---operon_484	LT2---operon_475	SL1344---operon_462	ST4-74---operon_489
14028S---operon_1197	D23580---operon_1625	LT2---operon_1989	SL1344---operon_1674	ST4-74---operon_1542
14028S---operon_1477	D23580---operon_2431	LT2---operon_2672	SL1344---operon_2174	ST4-74---operon_1633
14028S---operon_2762	D23580---operon_1481	LT2---operon_1642	SL1344---operon_2395	ST4-74---operon_1168
14028S---operon_1987	D23580---operon_1006	LT2---operon_2625	SL1344---operon_1408	ST4-74---operon_2143
14028S---operon_2614	D23580---operon_1446	LT2---operon_1442	SL1344---operon_2889	ST4-74---operon_2214
14028S---operon_2407	D23580---operon_1144	LT2---operon_2713	SL1344---operon_1500	ST4-74---operon_1802
14028S---operon_1327	D23580---operon_1330	LT2---operon_2209	SL1344---operon_1765	ST4-74---operon_1142
14028S---operon_476	D23580---operon_497	LT2---operon_487	SL1344---operon_472	ST4-74---operon_499
14028S---operon_2775	D23580---operon_1286	LT2---operon_1954	SL1344---operon_2070	ST4-74---operon_1115
14028S---operon_1898	D23580---operon_2450	LT2---operon_1793	SL1344---operon_2039	ST4-74---operon_1664
14028S---operon_166	D23580---operon_171	LT2---operon_162	SL1344---operon_160	ST4-74---operon_168
14028S---operon_540	D23580---operon_568	LT2---operon_554	SL1344---operon_535	ST4-74---operon_567
14028S---operon_1062	D23580---operon_1010	LT2---operon_2617	SL1344---operon_2368	ST4-74---operon_2724
14028S---operon_2900	D23580---operon_2755	LT2---operon_1700	SL1344---operon_1590	ST4-74---operon_2664
14028S---operon_1927	D23580---operon_1929	LT2---operon_2585	SL1344---operon_2242	ST4-74---operon_1160
14028S---operon_1643	D23580---operon_1861	LT2---operon_2643	SL1344---operon_2941	ST4-74---operon_2370
14028S---operon_2889	D23580---operon_1924	LT2---operon_1838	SL1344---operon_1666	ST4-74---operon_1365
14028S---operon_2849	D23580---operon_953	LT2---operon_1696	SL1344---operon_939	ST4-74---operon_1313
14028S---operon_1861	D23580---operon_1811	LT2---operon_1992	SL1344---operon_1575	ST4-74---operon_1958
14028S---operon_2570	D23580---operon_2037	LT2---operon_2563	SL1344---operon_1009	ST4-74---operon_1055
14028S---operon_2132	D23580---operon_2232	LT2---operon_1405	SL1344---operon_1397	ST4-74---operon_1500
14028S---operon_2342	D23580---operon_2741	LT2---operon_1910	SL1344---operon_1609	ST4-74---operon_1278
14028S---operon_1665	D23580---operon_1920	LT2---operon_2741	SL1344---operon_1725	ST4-74---operon_1054
14028S---operon_1431	D23580---operon_1573	LT2---operon_2161	SL1344---operon_1372	ST4-74---operon_2177
14028S---operon_409	D23580---operon_430	LT2---operon_416	SL1344---operon_408	ST4-74---operon_431
14028S---operon_1728	D23580---operon_1211	LT2---operon_2337	SL1344---operon_1768	ST4-74---operon_1413
14028S---operon_1236	D23580---operon_2452	LT2---operon_1365	SL1344---operon_893	ST4-74---operon_1482
14028S---operon_1500	D23580---operon_2246	LT2---operon_2490	SL1344---operon_1129	ST4-74---operon_1458
14028S---operon_199	D23580---operon_205	LT2---operon_196	SL1344---operon_196	ST4-74---operon_204
14028S---operon_2550	D23580---operon_1276	LT2---operon_2611	SL1344---operon_2958	ST4-74---operon_2311
14028S---operon_1230	D23580---operon_2329	LT2---operon_839	SL1344---operon_1938	ST4-74---operon_1755
14028S---operon_1878	D23580---operon_1523	LT2---operon_1829	SL1344---operon_1718	ST4-74---operon_2660
14028S---operon_2013	D23580---operon_2050	LT2---operon_2092	SL1344---operon_1503	ST4-74---operon_1877
14028S---operon_1532	D23580---operon_1325	LT2---operon_1749	SL1344---operon_1371	ST4-74---operon_2657
14028S---operon_1625	D23580---operon_1222	LT2---operon_1383	SL1344---operon_1854	ST4-74---operon_2400
14028S---operon_1852	D23580---operon_1258	LT2---operon_2604	SL1344---operon_2682	ST4-74---operon_1139
14028S---operon_1026	D23580---operon_2566	LT2---operon_955	SL1344---operon_1990	ST4-74---operon_1719
14028S---operon_1647	D23580---operon_2102	LT2---operon_2275	SL1344---operon_1565	ST4-74---operon_2250
14028S---operon_2091	D23580---operon_2372	LT2---operon_1091	SL1344---operon_1276	ST4-74---operon_1443
14028S---operon_915	D23580---operon_2603	LT2---operon_1824	SL1344---operon_2362	ST4-74---operon_2462
14028S---operon_2353	D23580---operon_1902	LT2---operon_1523	SL1344---operon_909	ST4-74---operon_2662
14028S---operon_913	D23580---operon_2539	LT2---operon_1842	SL1344---operon_2133	ST4-74---operon_1036
14028S---operon_1299	D23580---operon_1151	LT2---operon_1071	SL1344---operon_884	ST4-74---operon_2316
14028S---operon_922	D23580---operon_892	LT2---operon_1127	SL1344---operon_1509	ST4-74---operon_1862
14028S---operon_313	D23580---operon_320	LT2---operon_308	SL1344---operon_315	ST4-74---operon_328
14028S---operon_1133	D23580---operon_2025	LT2---operon_1037	SL1344---operon_1537	ST4-74---operon_1346
14028S---operon_1350	D23580---operon_2555	LT2---operon_1589	SL1344---operon_2280	ST4-74---operon_991
14028S---operon_1261	D23580---operon_2469	LT2---operon_1289	SL1344---operon_1656	ST4-74---operon_2148
14028S---operon_2853	D23580---operon_1745	LT2---operon_1062	SL1344---operon_1583	ST4-74---operon_1911
14028S---operon_1988	D23580---operon_1343	LT2---operon_2679	SL1344---operon_1470	ST4-74---operon_1816
14028S---operon_1721	D23580---operon_863	LT2---operon_1068	SL1344---operon_2634	ST4-74---operon_2120
14028S---operon_1866	D23580---operon_2223	LT2---operon_1643	SL1344---operon_1359	ST4-74---operon_1890
14028S---operon_1673	D23580---operon_2470	LT2---operon_1639	SL1344---operon_1613	ST4-74---operon_2021
14028S---operon_2618	D23580---operon_1260	LT2---operon_2284	SL1344---operon_2668	ST4-74---operon_1236
14028S---operon_2243	D23580---operon_2608	LT2---operon_2022	SL1344---operon_2549	ST4-74---operon_1472
14028S---operon_2714	D23580---operon_876	LT2---operon_1926	SL1344---operon_2794	ST4-74---operon_1121
14028S---operon_1100	D23580---operon_2322	LT2---operon_2280	SL1344---operon_2574	ST4-74---operon_961
14028S---operon_1833	D23580---operon_958	LT2---operon_1319	SL1344---operon_1650	ST4-74---operon_2416
14028S---operon_1121	D23580---operon_2686	LT2---operon_999	SL1344---operon_1096	ST4-74---operon_1388
14028S---operon_485	D23580---operon_505	LT2---operon_495	SL1344---operon_481	ST4-74---operon_508
14028S---operon_892	D23580---operon_1195	LT2---operon_1780	SL1344---operon_1335	ST4-74---operon_1777
14028S---operon_1137	D23580---operon_1788	LT2---operon_1283	SL1344---operon_1578	ST4-74---operon_1465
14028S---operon_424	D23580---operon_445	LT2---operon_431	SL1344---operon_422	ST4-74---operon_447
14028S---operon_843	D23580---operon_1267	LT2---operon_1291	SL1344---operon_2367	ST4-74---operon_860
14028S---operon_1057	D23580---operon_1869	LT2---operon_1683	SL1344---operon_2270	ST4-74---operon_1538
14028S---operon_2783	D23580---operon_1187	LT2---operon_1457	SL1344---operon_1714	ST4-74---operon_919
14028S---operon_2213	D23580---operon_912	LT2---operon_2351	SL1344---operon_2771	ST4-74---operon_880
14028S---operon_1461	D23580---operon_2087	LT2---operon_2084	SL1344---operon_1474	ST4-74---operon_2230
14028S---operon_432	D23580---operon_454	LT2---operon_441	SL1344---operon_432	ST4-74---operon_456
14028S---operon_1274	D23580---operon_1483	LT2---operon_2258	SL1344---operon_1221	ST4-74---operon_2616
14028S---operon_867	D23580---operon_1554	LT2---operon_909	SL1344---operon_1586	ST4-74---operon_1333
14028S---operon_1138	D23580---operon_918	LT2---operon_2686	SL1344---operon_2322	ST4-74---operon_1808
14028S---operon_1526	D23580---operon_1235	LT2---operon_829	SL1344---operon_2872	ST4-74---operon_1609
14028S---operon_1926	D23580---operon_1224	LT2---operon_1905	SL1344---operon_985	ST4-74---operon_1087
14028S---operon_1524	D23580---operon_1696	LT2---operon_2510	SL1344---operon_2770	ST4-74---operon_1738
14028S---operon_2426	D23580---operon_1405	LT2---operon_1009	SL1344---operon_2187	ST4-74---operon_1704
14028S---operon_995	D23580---operon_1217	LT2---operon_2244	SL1344---operon_1607	ST4-74---operon_892
14028S---operon_2109	D23580---operon_2696	LT2---operon_2584	SL1344---operon_1281	ST4-74---operon_1384
14028S---operon_242	D23580---operon_244	LT2---operon_238	SL1344---operon_242	ST4-74---operon_254
14028S---operon_2265	D23580---operon_1354	LT2---operon_1741	SL1344---operon_1225	ST4-74---operon_2256
14028S---operon_832	D23580---operon_1747	LT2---operon_1151	SL1344---operon_1995	ST4-74---operon_2003
14028S---operon_2513	D23580---operon_2579	LT2---operon_1730	SL1344---operon_2441	ST4-74---operon_2224
14028S---operon_2446	D23580---operon_2400	LT2---operon_2294	SL1344---operon_2342	ST4-74---operon_1624
14028S---operon_789	D23580---operon_823	LT2---operon_809	SL1344---operon_784	ST4-74---operon_834
14028S---operon_2309	D23580---operon_1495	LT2---operon_1964	SL1344---operon_2844	ST4-74---operon_1197
14028S---operon_1015	D23580---operon_2443	LT2---operon_2758	SL1344---operon_1283	ST4-74---operon_2238
14028S---operon_1067	D23580---operon_1644	LT2---operon_2528	SL1344---operon_2006	ST4-74---operon_2474
14028S---operon_1323	D23580---operon_1429	LT2---operon_941	SL1344---operon_2340	ST4-74---operon_1852
14028S---operon_1712	D23580---operon_2159	LT2---operon_2318	SL1344---operon_1204	ST4-74---operon_1298
14028S---operon_2917	D23580---operon_1935	LT2---operon_1484	SL1344---operon_1104	ST4-74---operon_2147
14028S---operon_1292	D23580---operon_1533	LT2---operon_2539	SL1344---operon_1072	ST4-74---operon_861
14028S---operon_1422	D23580---operon_2092	LT2---operon_1412	SL1344---operon_1000	ST4-74---operon_1162
14028S---operon_2305	D23580---operon_1115	LT2---operon_912	SL1344---operon_848	ST4-74---operon_1730
14028S---operon_2042	D23580---operon_1901	LT2---operon_1207	SL1344---operon_904	ST4-74---operon_2627
14028S---operon_22	D23580---operon_32	LT2---operon_30	SL1344---operon_25	ST4-74---operon_26
14028S---operon_1899	D23580---operon_1559	LT2---operon_2315	SL1344---operon_1411	ST4-74---operon_2383
14028S---operon_1903	D23580---operon_2531	LT2---operon_1455	SL1344---operon_988	ST4-74---operon_1971
14028S---operon_652	D23580---operon_680	LT2---operon_677	SL1344---operon_658	ST4-74---operon_687
14028S---operon_2894	D23580---operon_2595	LT2---operon_1630	SL1344---operon_2853	ST4-74---operon_1050
14028S---operon_1522	D23580---operon_1119	LT2---operon_1153	SL1344---operon_2357	ST4-74---operon_2700
14028S---operon_2726	D23580---operon_1741	LT2---operon_2651	SL1344---operon_1255	ST4-74---operon_962
14028S---operon_1040	D23580---operon_964	LT2---operon_1328	SL1344---operon_2927	ST4-74---operon_2186
14028S---operon_203	D23580---operon_209	LT2---operon_200	SL1344---operon_200	ST4-74---operon_208
14028S---operon_933	D23580---operon_1477	LT2---operon_2386	SL1344---operon_2216	ST4-74---operon_1088
14028S---operon_2077	D23580---operon_1638	LT2---operon_1722	SL1344---operon_1280	ST4-74---operon_1533
14028S---operon_1688	D23580---operon_1121	LT2---operon_2153	SL1344---operon_1071	ST4-74---operon_1672
14028S---operon_2277	D23580---operon_2062	LT2---operon_2704	SL1344---operon_1817	ST4-74---operon_1952
14028S---operon_546	D23580---operon_573	LT2---operon_559	SL1344---operon_540	ST4-74---operon_572
14028S---operon_1203	D23580---operon_2298	LT2---operon_2719	SL1344---operon_1125	ST4-74---operon_2485
14028S---operon_1909	D23580---operon_1163	LT2---operon_1023	SL1344---operon_1648	ST4-74---operon_1640
14028S---operon_1326	D23580---operon_2294	LT2---operon_1837	SL1344---operon_1250	ST4-74---operon_1161
14028S---operon_1573	D23580---operon_2039	LT2---operon_1334	SL1344---operon_2292	ST4-74---operon_2126
14028S---operon_2388	D23580---operon_1729	LT2---operon_1311	SL1344---operon_2019	ST4-74---operon_2585
14028S---operon_1128	D23580---operon_2612	LT2---operon_1685	SL1344---operon_875	ST4-74---operon_1324
14028S---operon_2026	D23580---operon_1124	LT2---operon_1632	SL1344---operon_2676	ST4-74---operon_1933
14028S---operon_1779	D23580---operon_2309	LT2---operon_1986	SL1344---operon_1282	ST4-74---operon_2536
14028S---operon_2582	D23580---operon_2144	LT2---operon_2247	SL1344---operon_2487	ST4-74---operon_2463
14028S---operon_1868	D23580---operon_2558	LT2---operon_1592	SL1344---operon_2435	ST4-74---operon_2478
14028S---operon_1521	D23580---operon_1731	LT2---operon_1975	SL1344---operon_2645	ST4-74---operon_1357
14028S---operon_221	D23580---operon_224	LT2---operon_216	SL1344---operon_216	ST4-74---operon_226
14028S---operon_1978	D23580---operon_1246	LT2---operon_934	SL1344---operon_896	ST4-74---operon_1734
14028S---operon_1281	D23580---operon_2272	LT2---operon_2249	SL1344---operon_2916	ST4-74---operon_1497
14028S---operon_1287	D23580---operon_1369	LT2---operon_963	SL1344---operon_1549	ST4-74---operon_2430
14028S---operon_2266	D23580---operon_1120	LT2---operon_1946	SL1344---operon_1374	ST4-74---operon_1591
14028S---operon_1741	D23580---operon_2482	LT2---operon_1105	SL1344---operon_2431	ST4-74---operon_1902
14028S---operon_2604	D23580---operon_2462	LT2---operon_997	SL1344---operon_1940	ST4-74---operon_1720
14028S---operon_2776	D23580---operon_1395	LT2---operon_1243	SL1344---operon_1857	ST4-74---operon_1627
14028S---operon_1375	D23580---operon_1290	LT2---operon_1593	SL1344---operon_2755	ST4-74---operon_2296
14028S---operon_847	D23580---operon_2514	LT2---operon_2621	SL1344---operon_2506	ST4-74---operon_1726
14028S---operon_2792	D23580---operon_1613	LT2---operon_2608	SL1344---operon_2696	ST4-74---operon_911
14028S---operon_1761	D23580---operon_1156	LT2---operon_1542	SL1344---operon_1007	ST4-74---operon_2036
14028S---operon_1296	D23580---operon_2770	LT2---operon_1804	SL1344---operon_1911	ST4-74---operon_1673
14028S---operon_969	D23580---operon_1986	LT2---operon_1110	SL1344---operon_2243	ST4-74---operon_1321
14028S---operon_1139	D23580---operon_2332	LT2---operon_1278	SL1344---operon_3008	ST4-74---operon_946
14028S---operon_154	D23580---operon_162	LT2---operon_148	SL1344---operon_148	ST4-74---operon_156
14028S---operon_1949	D23580---operon_1684	LT2---operon_1461	SL1344---operon_2219	ST4-74---operon_1571
14028S---operon_1562	D23580---operon_1606	LT2---operon_959	SL1344---operon_1815	ST4-74---operon_1706
14028S---operon_2490	D23580---operon_2049	LT2---operon_1222	SL1344---operon_1626	ST4-74---operon_2038
14028S---operon_162	D23580---operon_168	LT2---operon_159	SL1344---operon_155	ST4-74---operon_163
14028S---operon_949	D23580---operon_1239	LT2---operon_1663	SL1344---operon_1314	ST4-74---operon_1891
14028S---operon_1234	D23580---operon_2599	LT2---operon_1368	SL1344---operon_1827	ST4-74---operon_2450
14028S---operon_1131	D23580---operon_1236	LT2---operon_2232	SL1344---operon_1968	ST4-74---operon_1222
14028S---operon_1059	D23580---operon_2181	LT2---operon_1370	SL1344---operon_2819	ST4-74---operon_1644
14028S---operon_1910	D23580---operon_2750	LT2---operon_2218	SL1344---operon_2453	ST4-74---operon_1782
14028S---operon_1357	D23580---operon_1068	LT2---operon_1962	SL1344---operon_1829	ST4-74---operon_1652
14028S---operon_1539	D23580---operon_1594	LT2---operon_1680	SL1344---operon_1610	ST4-74---operon_1666
14028S---operon_1871	D23580---operon_1105	LT2---operon_2141	SL1344---operon_1527	ST4-74---operon_1382
14028S---operon_486	D23580---operon_506	LT2---operon_496	SL1344---operon_482	ST4-74---operon_509
14028S---operon_2333	D23580---operon_1922	LT2---operon_2197	SL1344---operon_852	ST4-74---operon_942
14028S---operon_1726	D23580---operon_2168	LT2---operon_1439	SL1344---operon_1242	ST4-74---operon_2424
14028S---operon_2371	D23580---operon_1715	LT2---operon_2310	SL1344---operon_2717	ST4-74---operon_1414
14028S---operon_2287	D23580---operon_2380	LT2---operon_2028	SL1344---operon_2629	ST4-74---operon_1044
14028S---operon_2381	D23580---operon_2567	LT2---operon_1815	SL1344---operon_2939	ST4-74---operon_990
14028S---operon_2892	D23580---operon_1023	LT2---operon_1912	SL1344---operon_897	ST4-74---operon_1850
14028S---operon_2173	D23580---operon_1017	LT2---operon_1991	SL1344---operon_2271	ST4-74---operon_1645
14028S---operon_2251	D23580---operon_2488	LT2---operon_939	SL1344---operon_2385	ST4-74---operon_1180
14028S---operon_2308	D23580---operon_2428	LT2---operon_2267	SL1344---operon_823	ST4-74---operon_2134
14028S---operon_1970	D23580---operon_1849	LT2---operon_942	SL1344---operon_1105	ST4-74---operon_2254
14028S---operon_948	D23580---operon_2099	LT2---operon_2319	SL1344---operon_2392	ST4-74---operon_1822
14028S---operon_1136	D23580---operon_1090	LT2---operon_1798	SL1344---operon_1695	ST4-74---operon_1191
14028S---operon_181	D23580---operon_191	LT2---operon_179	SL1344---operon_179	ST4-74---operon_186
14028S---operon_1702	D23580---operon_928	LT2---operon_2342	SL1344---operon_1288	ST4-74---operon_955
14028S---operon_188	D23580---operon_196	LT2---operon_188	SL1344---operon_186	ST4-74---operon_193
14028S---operon_1961	D23580---operon_1067	LT2---operon_1908	SL1344---operon_943	ST4-74---operon_2359
14028S---operon_865	D23580---operon_2680	LT2---operon_850	SL1344---operon_2745	ST4-74---operon_2489
14028S---operon_2214	D23580---operon_2209	LT2---operon_2551	SL1344---operon_1016	ST4-74---operon_1942
14028S---operon_1740	D23580---operon_1166	LT2---operon_1329	SL1344---operon_1691	ST4-74---operon_2128
14028S---operon_1366	D23580---operon_1415	LT2---operon_1274	SL1344---operon_925	ST4-74---operon_973
14028S---operon_925	D23580---operon_2077	LT2---operon_1244	SL1344---operon_2661	ST4-74---operon_1476
14028S---operon_2713	D23580---operon_1038	LT2---operon_1175	SL1344---operon_2459	ST4-74---operon_2176
14028S---operon_931	D23580---operon_2776	LT2---operon_1728	SL1344---operon_1722	ST4-74---operon_1501
14028S---operon_2279	D23580---operon_1771	LT2---operon_2545	SL1344---operon_2962	ST4-74---operon_2541
14028S---operon_2072	D23580---operon_889	LT2---operon_838	SL1344---operon_2023	ST4-74---operon_1132
14028S---operon_2100	D23580---operon_1014	LT2---operon_2287	SL1344---operon_1646	ST4-74---operon_1148
14028S---operon_204	D23580---operon_210	LT2---operon_201	SL1344---operon_201	ST4-74---operon_209
14028S---operon_101	D23580---operon_116	LT2---operon_110	SL1344---operon_103	ST4-74---operon_110
14028S---operon_2722	D23580---operon_1803	LT2---operon_847	SL1344---operon_2443	ST4-74---operon_1074
14028S---operon_855	D23580---operon_1846	LT2---operon_1791	SL1344---operon_2857	ST4-74---operon_2245
14028S---operon_1045	D23580---operon_1107	LT2---operon_919	SL1344---operon_1672	ST4-74---operon_886
14028S---operon_473	D23580---operon_493	LT2---operon_484	SL1344---operon_469	ST4-74---operon_496
14028S---operon_268	D23580---operon_274	LT2---operon_264	SL1344---operon_269	ST4-74---operon_282
14028S---operon_323	D23580---operon_331	LT2---operon_320	SL1344---operon_326	ST4-74---operon_338
14028S---operon_1328	D23580---operon_2429	LT2---operon_1576	SL1344---operon_1700	ST4-74---operon_1969
14028S---operon_2601	D23580---operon_2341	LT2---operon_1879	SL1344---operon_2457	ST4-74---operon_2631
14028S---operon_2096	D23580---operon_857	LT2---operon_1750	SL1344---operon_2586	ST4-74---operon_2687
14028S---operon_1536	D23580---operon_1071	LT2---operon_1450	SL1344---operon_2476	ST4-74---operon_2325
14028S---operon_2677	D23580---operon_2730	LT2---operon_1620	SL1344---operon_966	ST4-74---operon_1229
14028S---operon_2376	D23580---operon_2225	LT2---operon_2522	SL1344---operon_2579	ST4-74---operon_1347
14028S---operon_2385	D23580---operon_2265	LT2---operon_1040	SL1344---operon_1798	ST4-74---operon_1403
14028S---operon_727	D23580---operon_753	LT2---operon_740	SL1344---operon_724	ST4-74---operon_762
14028S---operon_878	D23580---operon_2187	LT2---operon_2425	SL1344---operon_1182	ST4-74---operon_2200
14028S---operon_2624	D23580---operon_1048	LT2---operon_2383	SL1344---operon_2683	ST4-74---operon_2354
14028S---operon_2345	D23580---operon_2046	LT2---operon_2738	SL1344---operon_914	ST4-74---operon_2579
14028S---operon_2418	D23580---operon_1152	LT2---operon_1028	SL1344---operon_2899	ST4-74---operon_1797
14028S---operon_1365	D23580---operon_1388	LT2---operon_1497	SL1344---operon_1299	ST4-74---operon_1165
14028S---operon_189	D23580---operon_197	LT2---operon_190	SL1344---operon_187	ST4-74---operon_194
14028S---operon_1549	D23580---operon_1723	LT2---operon_2269	SL1344---operon_2317	ST4-74---operon_923
14028S---operon_2046	D23580---operon_2797	LT2---operon_1418	SL1344---operon_841	ST4-74---operon_2556
14028S---operon_1140	D23580---operon_2748	LT2---operon_2408	SL1344---operon_1830	ST4-74---operon_1284
14028S---operon_1569	D23580---operon_1183	LT2---operon_1384	SL1344---operon_2354	ST4-74---operon_2610
14028S---operon_1486	D23580---operon_2338	LT2---operon_2749	SL1344---operon_858	ST4-74---operon_1302
14028S---operon_986	D23580---operon_2464	LT2---operon_1061	SL1344---operon_888	ST4-74---operon_1838
14028S---operon_2300	D23580---operon_1181	LT2---operon_2552	SL1344---operon_1415	ST4-74---operon_1058
14028S---operon_1077	D23580---operon_1213	LT2---operon_2569	SL1344---operon_1970	ST4-74---operon_2271
14028S---operon_2041	D23580---operon_2505	LT2---operon_2340	SL1344---operon_2639	ST4-74---operon_1879
14028S---operon_1743	D23580---operon_1552	LT2---operon_1090	SL1344---operon_1121	ST4-74---operon_2010
14028S---operon_1269	D23580---operon_2530	LT2---operon_2395	SL1344---operon_2781	ST4-74---operon_1803
14028S---operon_2320	D23580---operon_2122	LT2---operon_1085	SL1344---operon_1464	ST4-74---operon_2051
14028S---operon_2653	D23580---operon_2207	LT2---operon_1945	SL1344---operon_2878	ST4-74---operon_1765
14028S---operon_2368	D23580---operon_2370	LT2---operon_2607	SL1344---operon_2776	ST4-74---operon_1553
14028S---operon_304	D23580---operon_311	LT2---operon_297	SL1344---operon_307	ST4-74---operon_319
